qosItems_LA,qosItems_PLLP,qosItems_PLRP,qosItems_JI,qosItems_ST,qosItems_LCT,qosItems_RCT,qosItems_MT,qosItems_UD,qosItems_NI,qosItems_TT,qosItems_TURN_TT,qosItems_IPR_Subnet_L2,qosItems_IPL_Subnet_L2,meanOpinionScore
6.0,0.0,0.0,,,srflx,srflx,screen share,Win32,lan,udp,,34.77.0,185.149.0,
6.0,0.0,0.0,2.0,opus,srflx,srflx,audio,Win32,lan,udp,,34.77.0,185.149.0,4.19
11.0,0.0,0.0,4.0,opus,prflx,srflx,audio,iOS,wlan,udp,,34.77.0,195.35.0,4.18
11.0,0.0,0.0,,,prflx,srflx,video,iOS,wlan,udp,,34.77.0,195.35.0,
11.0,0.0,0.0,,,relay,srflx,screen share,iOS,wlan,udp,tls,34.77.0,34.77.0,
5.0,0.0,0.0,,,srflx,srflx,screen share,Win32,lan,udp,,34.90.0,185.149.0,
5.0,0.0,0.0034700134,0.0,opus,srflx,srflx,audio,Win32,lan,udp,,34.90.0,185.149.0,4.19
4.0,0.0,0.0,,,srflx,srflx,video,Win32,lan,udp,,34.90.0,185.149.0,
5.0,0.0,0.0,,VP8,srflx,srflx,video,Win32,lan,udp,,34.90.0,185.149.0,
5.0,0.0,0.0,,,prflx,srflx,video,Win32,lan,udp,,34.90.0,185.149.0,
5.0,0.0,0.0,,VP8,prflx,srflx,video,Win32,lan,udp,,34.90.0,185.149.0,
5.0,0.0050606006,0.0011667522,0.0,opus,prflx,srflx,audio,Win32,lan,udp,,34.90.0,185.149.0,4.19
5.0,0.0,0.0,,,prflx,srflx,screen share,Win32,lan,udp,,34.90.0,185.149.0,
16.0,0.0,0.0,4.0,opus,prflx,host,audio,Win32,lan,udp,,156.150.0,159.46.0,4.18
18.0,0.0064998376,0.0,4.0,opus,prflx,host,audio,Win32,lan,udp,,156.150.0,159.46.0,4.18
7.0,0.0,0.0,,,prflx,srflx,video,Win32,lan,udp,,34.90.0,185.149.0,
5.0,0.0,0.0,,,prflx,srflx,screen share,Win32,lan,udp,,34.90.0,185.149.0,
5.0,0.00688326,0.0012394032,5.0,opus,prflx,srflx,audio,Win32,lan,udp,,34.90.0,185.149.0,4.18
5.0,0.0,0.0,,,srflx,srflx,screen share,Win32,lan,udp,,34.90.0,185.149.0,
5.0,0.0,0.0012519562,1.0,opus,srflx,srflx,audio,Win32,lan,udp,,34.90.0,185.149.0,4.19
5.0,0.0,0.0,,,srflx,srflx,video,Win32,lan,udp,,34.90.0,185.149.0,
18.0,0.012816405,0.0050120917,2.0,opus,srflx,srflx,audio,iOS,wlan,udp,,34.90.0,217.62.0,4.18
19.0,0.0,0.0,,,srflx,srflx,screen share,iOS,wlan,udp,,34.90.0,217.62.0,
19.0,0.0,0.0,,,srflx,srflx,video,iOS,wlan,udp,,34.90.0,217.62.0,
46.0,0.0,0.0,,,relay,srflx,video,Android,wwan,udp,udp,34.90.0,34.90.0,
44.0,0.0,0.0,4.0,opus,relay,srflx,audio,Android,wwan,udp,udp,34.90.0,34.90.0,4.17
44.0,0.0,0.0,,,relay,srflx,screen share,Android,wwan,udp,udp,34.90.0,34.90.0,
6.0,0.0,0.33503208,1.0,PCMA,srflx,host,audio,Win32,lan,udp,,212.159.0,185.149.0,4.02
17.0,0.0,0.0,0.0,PCMU,prflx,host,audio,Win32,lan,udp,,156.150.0,159.46.0,4.09
17.0,0.0,0.0,2.0,PCMA,prflx,host,audio,Win32,lan,udp,,156.150.0,159.46.0,4.09
20.0,0.0,0.13586956,17.0,PCMA,relay,host,audio,Win32,lan,udp,udp,212.159.0,34.77.0,4.04
25.0,0.0,0.37313432,16.0,PCMA,srflx,host,audio,iOS,wlan,udp,,212.159.0,82.174.0,3.98
16.0,0.00665336,0.005532197,2.0,opus,prflx,host,audio,Win32,lan,udp,,156.150.0,159.46.0,4.18
24.0,0.0,0.5023287,4.0,opus,relay,host,audio,Win32,lan,udp,tcp,212.159.0,34.90.0,3.91
17.0,0.0,0.0,1.0,PCMU,prflx,host,audio,Win32,lan,udp,,156.150.0,159.46.0,4.09
21.0,0.2214085,0.8097755,3.0,opus,relay,host,audio,iOS,wlan,udp,udp,212.159.0,34.90.0,3.76
18.0,0.0,0.22147451,5.0,opus,prflx,host,audio,Win32,lan,udp,,156.150.0,159.46.0,4.06
8.0,0.0055580256,0.004422626,0.0,opus,prflx,srflx,audio,Win32,lan,udp,,34.77.0,185.149.0,4.18
6.0,0.0,0.0,,,prflx,srflx,video,Win32,lan,udp,,34.77.0,185.149.0,
5.0,0.0,0.0,,,prflx,srflx,screen share,Win32,lan,udp,,34.77.0,185.149.0,
6.0,0.0,0.005641855,0.0,opus,srflx,srflx,audio,Win32,lan,udp,,34.77.0,185.149.0,4.18
5.0,0.0,0.0,,,srflx,srflx,screen share,Win32,lan,udp,,34.77.0,185.149.0,
6.0,0.0,0.0,,,srflx,srflx,video,Win32,lan,udp,,34.77.0,185.149.0,
7.0,0.0,0.0,,,prflx,srflx,screen share,Win32,lan,udp,,34.77.0,185.149.0,
5.0,0.0,0.0,,,prflx,srflx,video,Win32,lan,udp,,34.77.0,185.149.0,
6.0,0.001805543,0.0023206342,1.0,opus,prflx,srflx,audio,Win32,lan,udp,,34.77.0,185.149.0,4.18
17.0,0.0,0.0,,,srflx,srflx,video,iOS,wlan,udp,,34.77.0,86.87.0,
17.0,0.0,0.0,,,srflx,srflx,screen share,iOS,wlan,udp,,34.77.0,86.87.0,
6.0,0.0,0.0,,,srflx,srflx,screen share,Win32,lan,udp,,34.77.0,185.149.0,
9.0,0.0,0.0,,,srflx,srflx,video,Win32,lan,udp,,34.77.0,185.149.0,
6.0,0.0018238191,0.0015403692,1.0,opus,srflx,srflx,audio,Win32,lan,udp,,34.77.0,185.149.0,4.19
18.0,0.0,0.0,1.0,opus,srflx,srflx,audio,iOS,wlan,udp,,34.77.0,86.87.0,4.18
40.0,0.0,0.0,8.0,PCMU,relay,host,audio,iOS,wwan,udp,udp,212.159.0,34.90.0,4.07
8.0,0.012868357,0.21870577,3.0,PCMA,srflx,host,audio,Win32,lan,udp,,212.159.0,185.149.0,4.04
17.0,0.0,0.017531557,8.0,opus,prflx,host,audio,Win32,lan,udp,,156.150.0,159.46.0,4.17
18.0,0.017531557,0.52937514,11.0,opus,srflx,host,audio,iOS,wlan,udp,,212.159.0,84.29.0,3.9
17.0,0.0,0.0,1.0,PCMA,prflx,host,audio,Win32,lan,udp,,156.150.0,159.46.0,4.09
7.0,0.0,0.40733197,13.0,PCMA,srflx,host,audio,Win32,lan,udp,,212.159.0,185.149.0,3.98
17.0,0.0,0.0,15.0,PCMA,prflx,host,audio,Win32,lan,udp,,156.150.0,159.46.0,4.08
22.0,0.0,0.29624754,14.0,PCMA,relay,host,audio,iOS,wlan,udp,udp,212.159.0,34.90.0,4.0
7.0,0.0,0.0,4.0,opus,srflx,srflx,audio,Win32,lan,udp,,34.90.0,185.149.0,4.18
7.0,0.0,0.0,,,srflx,srflx,video,Win32,lan,udp,,34.90.0,185.149.0,
6.0,0.0,0.0,,VP8,srflx,srflx,screen share,Win32,lan,udp,,34.90.0,185.149.0,
5.0,0.0,0.0,,,srflx,srflx,video,Win32,lan,udp,,34.90.0,185.149.0,
5.0,0.0,0.0,8.0,opus,srflx,srflx,audio,Win32,lan,udp,,34.90.0,185.149.0,4.18
5.0,0.0,0.0,,,srflx,srflx,screen share,Win32,lan,udp,,34.90.0,185.149.0,
5.0,0.0015720057,0.00042433114,0.0,opus,srflx,srflx,audio,Win32,lan,udp,,34.90.0,185.149.0,4.19
5.0,0.0,0.048439052,,VP8,srflx,srflx,screen share,Win32,lan,udp,,34.90.0,185.149.0,
5.0,0.0,0.0,,,srflx,srflx,video,Win32,lan,udp,,34.90.0,185.149.0,
18.0,0.0,0.0,,,srflx,srflx,video,iOS,wlan,udp,,34.90.0,217.62.0,
19.0,0.0,0.0,6.0,opus,srflx,srflx,audio,iOS,wlan,udp,,34.90.0,217.62.0,4.18
18.0,0.0,0.0,,VP8,relay,srflx,screen share,iOS,wlan,udp,tcp,34.90.0,34.90.0,
6.0,0.0,0.0,2.0,opus,srflx,srflx,audio,Win32,lan,udp,,34.90.0,185.149.0,4.19
5.0,0.0,0.0,,,srflx,srflx,screen share,Win32,lan,udp,,34.90.0,185.149.0,
5.0,0.0,0.0,,VP8,srflx,srflx,video,Win32,lan,udp,,34.90.0,185.149.0,
6.0,0.0,0.0,,,prflx,srflx,video,Win32,lan,udp,,34.90.0,185.149.0,
5.0,0.0,0.0,,,prflx,srflx,screen share,Win32,lan,udp,,34.90.0,185.149.0,
5.0,0.0,0.0,1.0,opus,prflx,srflx,audio,Win32,lan,udp,,34.90.0,185.149.0,4.19
5.0,0.0,0.0,,,prflx,srflx,screen share,Win32,lan,udp,,34.90.0,185.149.0,
5.0,0.0,0.0012932484,8.0,opus,prflx,srflx,audio,Win32,lan,udp,,34.90.0,185.149.0,4.18
5.0,0.0,0.0,3.0,opus,prflx,srflx,audio,Win32,lan,udp,,34.90.0,185.149.0,4.18
5.0,0.0,0.034701135,,VP8,prflx,srflx,screen share,Win32,lan,udp,,34.90.0,185.149.0,
5.0,0.0,0.0,,,prflx,srflx,video,Win32,lan,udp,,34.90.0,185.149.0,
5.0,0.0,0.0,,,prflx,srflx,video,Win32,lan,udp,,34.90.0,185.149.0,
5.0,0.0,0.0,,,srflx,srflx,video,Win32,lan,udp,,34.90.0,185.149.0,
5.0,0.0,0.0,2.0,opus,srflx,srflx,audio,Win32,lan,udp,,34.90.0,185.149.0,4.19
5.0,0.0,0.0,,,srflx,srflx,screen share,Win32,lan,udp,,34.90.0,185.149.0,
0.0,0.0,0.0,4.0,opus,host,host,audio,Win32,lan,udp,,10.10.0,10.10.0,4.19
0.0,0.0,0.0,,,host,host,video,Win32,lan,udp,,10.10.0,10.10.0,
5.0,0.0,0.0,,,prflx,srflx,video,Win32,lan,udp,,34.90.0,185.149.0,
5.0,0.003056048,0.00044027457,4.0,opus,prflx,srflx,audio,Win32,lan,udp,,34.90.0,185.149.0,4.18
5.0,0.0,0.03460119,,VP8,prflx,srflx,screen share,Win32,lan,udp,,34.90.0,185.149.0,
5.0,0.0,0.0,,VP8,srflx,srflx,screen share,Win32,lan,udp,,34.90.0,185.149.0,
5.0,0.0,0.0,1.0,opus,srflx,srflx,audio,Win32,lan,udp,,34.90.0,185.149.0,4.19
5.0,0.0,0.0,,,srflx,srflx,video,Win32,lan,udp,,34.90.0,185.149.0,
5.0,0.0,0.0,3.0,opus,prflx,srflx,audio,Win32,lan,udp,,34.90.0,185.149.0,4.18
6.0,0.0,0.0,,VP8,prflx,srflx,screen share,Win32,lan,udp,,34.90.0,185.149.0,
5.0,0.0,0.0,,,prflx,srflx,video,Win32,lan,udp,,34.90.0,185.149.0,
11.0,0.0,0.6424726,3.0,PCMA,srflx,host,audio,Win32,lan,udp,,212.159.0,185.149.0,3.93
5.0,0.0,0.0,,,srflx,srflx,video,Win32,lan,udp,,34.90.0,185.149.0,
5.0,0.0,0.0,,VP8,srflx,srflx,screen share,Win32,lan,udp,,34.90.0,185.149.0,
6.0,0.0,0.003912669,6.0,opus,srflx,srflx,audio,Win32,lan,udp,,34.90.0,185.149.0,4.18
5.0,0.0,0.0,1.0,opus,srflx,srflx,audio,Win32,lan,udp,,34.90.0,185.149.0,4.19
6.0,0.0,0.0,,,srflx,srflx,video,Win32,lan,udp,,34.90.0,185.149.0,
7.0,0.0,0.0,,,srflx,srflx,screen share,Win32,lan,udp,,34.90.0,185.149.0,
26.0,0.0,1.4859002,13.0,PCMU,relay,host,audio,iOS,wlan,udp,udp,212.159.0,34.77.0,3.69
5.0,0.0,0.0,3.0,opus,srflx,srflx,audio,Win32,lan,udp,,34.90.0,185.149.0,4.18
5.0,0.0,0.0,,,srflx,srflx,video,Win32,lan,udp,,34.90.0,185.149.0,
5.0,0.0,0.03833757,,VP8,srflx,srflx,screen share,Win32,lan,udp,,34.90.0,185.149.0,
5.0,0.0,0.0,,,prflx,srflx,video,Win32,lan,udp,,34.90.0,185.149.0,
5.0,0.0,0.0,3.0,opus,prflx,srflx,audio,Win32,lan,udp,,34.90.0,185.149.0,4.18
5.0,0.0,0.0,,,prflx,srflx,screen share,Win32,lan,udp,,34.90.0,185.149.0,
25.0,0.009533797,1.8132579,7.0,PCMU,relay,host,audio,Android,wlan,udp,udp,212.159.0,34.90.0,3.62
21.0,0.0,0.0,3.0,PCMU,prflx,host,audio,Win32,lan,udp,,156.150.0,159.46.0,4.09
19.0,0.0,0.0,0.0,opus,prflx,host,audio,Win32,lan,udp,,156.150.0,159.46.0,4.18
5.0,0.0,0.0,8.0,opus,srflx,srflx,audio,Win32,lan,udp,,34.90.0,185.149.0,4.18
5.0,0.0,0.0,,VP8,srflx,srflx,screen share,Win32,lan,udp,,34.90.0,185.149.0,
5.0,0.0,0.0,,,srflx,srflx,video,Win32,lan,udp,,34.90.0,185.149.0,
21.0,0.0,3.8493724,20.0,PCMA,relay,host,audio,Win32,lan,udp,udp,212.159.0,34.77.0,3.14
17.0,0.0062042437,0.09959987,0.0,opus,srflx,srflx,audio,iOS,wlan,udp,,34.90.0,217.62.0,4.13
18.0,0.0,0.091596596,,VP8,srflx,srflx,screen share,iOS,wlan,udp,,34.90.0,217.62.0,
18.0,0.0,0.0,,,relay,srflx,video,iOS,wlan,udp,tcp,34.90.0,34.90.0,
5.0,0.0014518845,0.0005235931,2.0,opus,srflx,srflx,audio,Win32,lan,udp,,34.90.0,185.149.0,4.19
5.0,0.0,0.04439767,,VP8,srflx,srflx,screen share,Win32,lan,udp,,34.90.0,185.149.0,
5.0,0.0,0.0,,,srflx,srflx,video,Win32,lan,udp,,34.90.0,185.149.0,
7.0,0.06292606,0.0,,,srflx,srflx,screen share,Win32,lan,udp,,34.90.0,185.149.0,
5.0,0.0,0.0,6.0,opus,srflx,srflx,audio,Win32,lan,udp,,34.90.0,185.149.0,4.18
5.0,0.0,0.0,,,srflx,srflx,video,Win32,lan,udp,,34.90.0,185.149.0,
1.0,0.0,0.0,3.0,opus,host,host,audio,Win32,lan,udp,,10.10.0,10.10.0,4.19
1.0,0.0,0.0,3.0,opus,host,host,audio,Win32,lan,udp,,10.10.0,10.10.0,4.19
1.0,0.0,0.0,,VP8,host,host,video,Win32,lan,udp,,10.10.0,10.10.0,
1.0,0.0,0.0,2.0,opus,host,host,audio,Win32,lan,udp,,10.10.0,10.10.0,4.19
1.0,0.0,0.0,1.0,opus,host,host,audio,Win32,lan,udp,,10.10.0,10.10.0,4.19
1.0,0.0,0.0,,,host,host,screen share,Win32,lan,udp,,10.10.0,10.10.0,
20.0,0.0,4.455446,2.0,PCMA,srflx,host,audio,iOS,wlan,udp,,212.159.0,195.35.0,3.05
7.0,0.0,2.9711852,10.0,opus,srflx,host,audio,Win32,lan,udp,,212.159.0,185.149.0,2.88
56.0,0.03363606,2.466286,6.0,opus,relay,host,audio,iOS,wwan,udp,udp,212.159.0,34.90.0,3.04
44.0,0.0,4.862024,8.0,PCMA,relay,host,audio,iOS,wlan,udp,udp,212.159.0,34.77.0,2.95
18.0,0.0,0.0,0.0,G722,prflx,host,audio,Win32,lan,udp,,156.150.0,159.46.0,3.83
60.0,0.0,1.8324608,14.0,opus,relay,host,audio,Android,wlan,udp,tcp,212.159.0,34.90.0,3.27
13.0,0.0,1.3761468,11.0,opus,srflx,host,audio,iOS,wlan,udp,,212.159.0,80.60.0,3.48
19.0,0.0,0.0,,,prflx,host,audio,Win32,lan,udp,,156.150.0,159.46.0,
80.0,0.0,1.4619883,16.0,PCMA,srflx,host,audio,iOS,wlan,udp,,212.159.0,77.169.0,3.67
17.0,0.0,0.0,14.0,PCMA,prflx,host,audio,Win32,lan,udp,,156.150.0,159.46.0,4.08
76.0,0.0,0.0,,,srflx,srflx,video,iOS,wlan,udp,,34.77.0,86.87.0,
77.0,0.0,0.0,,,srflx,srflx,screen share,iOS,wlan,udp,,34.77.0,86.87.0,
35.0,0.0,0.0,,,srflx,srflx,screen share,iOS,wlan,udp,,34.77.0,86.87.0,
78.0,0.0,0.0,6.0,opus,srflx,srflx,audio,iOS,wlan,udp,,34.77.0,86.87.0,4.17
12.0,0.0,0.0,,,relay,srflx,video,iOS,wlan,udp,udp,34.77.0,34.77.0,
21.0,0.0,0.0,25.0,opus,relay,srflx,audio,iOS,wlan,udp,tcp,34.77.0,34.77.0,4.17
17.0,0.0,0.013422819,5.0,opus,prflx,host,audio,Win32,lan,udp,,156.150.0,159.46.0,4.17
12.0,0.0,3.0068338,18.0,opus,relay,host,audio,iOS,wlan,udp,tls,212.159.0,34.90.0,2.86
11.0,0.0,0.0,1.0,opus,srflx,srflx,audio,iOS,wlan,udp,,34.77.0,86.87.0,4.18
13.0,0.0,0.0,,,srflx,srflx,screen share,iOS,wlan,udp,,34.77.0,86.87.0,
13.0,0.0,0.0,,,srflx,srflx,video,iOS,wlan,udp,,34.77.0,86.87.0,
12.0,0.0,0.0,0.0,opus,srflx,srflx,audio,iOS,wlan,udp,,34.77.0,86.87.0,4.18
11.0,0.0,0.0,,,srflx,srflx,screen share,iOS,wlan,udp,,34.77.0,86.87.0,
12.0,0.0,0.0,,,srflx,srflx,video,iOS,wlan,udp,,34.77.0,86.87.0,
11.0,0.0,0.0,,,srflx,srflx,screen share,iOS,wlan,udp,,34.77.0,86.87.0,
12.0,0.0,0.0,1.0,opus,srflx,srflx,audio,iOS,wlan,udp,,34.77.0,86.87.0,4.18
12.0,0.0,0.0,,,srflx,srflx,video,iOS,wlan,udp,,34.77.0,86.87.0,
27.0,0.0,0.0,3.0,opus,srflx,srflx,audio,iOS,wlan,udp,,34.77.0,86.87.0,4.18
11.0,0.0,0.0,,,srflx,srflx,screen share,iOS,wlan,udp,,34.77.0,86.87.0,
12.0,0.0,0.0,,,srflx,srflx,video,iOS,wlan,udp,,34.77.0,86.87.0,
15.0,0.0,0.0,,,srflx,srflx,screen share,iOS,wlan,udp,,34.77.0,86.87.0,
11.0,0.0,0.0,1.0,opus,srflx,srflx,audio,iOS,wlan,udp,,34.77.0,86.87.0,4.18
12.0,0.0,0.0,,,srflx,srflx,video,iOS,wlan,udp,,34.77.0,86.87.0,
12.0,0.0,0.0,,,srflx,srflx,video,iOS,wlan,udp,,34.77.0,86.87.0,
12.0,0.0,0.0,0.0,opus,relay,srflx,audio,iOS,wlan,udp,tcp,34.77.0,34.77.0,4.18
12.0,0.0,0.0,,,srflx,srflx,screen share,iOS,wlan,udp,,34.77.0,86.87.0,
12.0,0.0,0.0,1.0,opus,relay,srflx,audio,iOS,wlan,udp,udp,34.77.0,34.77.0,4.18
13.0,0.0,0.0,,,srflx,srflx,screen share,iOS,wlan,udp,,34.77.0,86.87.0,
12.0,0.0,0.0,,,relay,srflx,video,iOS,wlan,udp,tls,34.77.0,34.77.0,
13.0,0.0,0.0,,,srflx,srflx,screen share,iOS,wlan,udp,,34.77.0,86.87.0,
12.0,0.0,0.0,,,srflx,srflx,video,iOS,wlan,udp,,34.77.0,86.87.0,
12.0,0.012643823,0.0,1.0,opus,srflx,srflx,audio,iOS,wlan,udp,,34.77.0,86.87.0,4.18
32.0,0.004001921,2.237074,4.0,PCMA,relay,host,audio,Win32,lan,udp,tls,212.159.0,34.77.0,3.52
17.0,0.0,0.0,2.0,PCMU,prflx,host,audio,Win32,lan,udp,,156.150.0,159.46.0,4.09
6.0,0.0,0.0,1.0,opus,srflx,srflx,audio,Win32,lan,udp,,34.77.0,185.149.0,4.19
6.0,0.0,0.0,,,srflx,srflx,video,Win32,lan,udp,,34.77.0,185.149.0,
5.0,0.0,0.0,,,srflx,srflx,screen share,Win32,lan,udp,,34.77.0,185.149.0,
22.0,0.0,1.2878788,16.0,PCMA,relay,host,audio,iOS,wlan,udp,udp,212.159.0,34.90.0,3.74
22.0,0.0,1.1984249,15.0,PCMA,relay,host,audio,iOS,wlan,udp,udp,212.159.0,34.90.0,3.77
25.0,0.0,0.7586207,4.0,PCMU,relay,host,audio,iOS,wlan,udp,udp,212.159.0,34.90.0,3.89
66.0,0.0,1.0721649,4.0,PCMA,relay,host,audio,iOS,wwan,udp,udp,212.159.0,34.90.0,3.79
24.0,0.0,1.8552876,3.0,PCMU,relay,host,audio,iOS,wlan,udp,udp,212.159.0,34.90.0,3.62
163.0,0.0,0.0,,,relay,host,audio,iOS,wwan,udp,udp,212.159.0,34.90.0,
42.0,0.0035275547,0.041980993,3.0,opus,prflx,relay,audio,Android,wwan,udp,,34.90.0,84.241.0,4.15
40.0,0.041979928,0.0035278345,4.0,opus,relay,prflx,audio,Win32,lan,udp,udp,NA.0,34.90.0,4.17
94.0,0.010651518,1.0814369,5.0,opus,relay,host,audio,iOS,wwan,udp,udp,212.159.0,34.77.0,3.61
17.0,0.0,0.0,12.0,opus,prflx,host,audio,Win32,lan,udp,,156.150.0,159.46.0,4.18
26.0,0.0,5.2173915,3.0,PCMA,relay,host,audio,Win32,lan,udp,udp,212.159.0,34.77.0,2.9
30.0,0.0,0.9925011,4.0,PCMA,relay,host,audio,Win32,lan,udp,udp,212.159.0,34.77.0,3.83
1.0,0.0,0.0,2.0,opus,host,host,audio,Win32,lan,udp,,10.10.0,10.10.0,4.19
1.0,0.0,0.0,7.0,opus,host,host,audio,Win32,lan,udp,,10.10.0,10.10.0,4.18
9.0,0.0,1.7176998,7.0,opus,srflx,host,audio,Win32,lan,udp,,212.159.0,185.149.0,3.34
16.0,0.0,0.0,3.0,opus,prflx,host,audio,Win32,lan,udp,,156.150.0,159.46.0,4.18
24.0,0.027803522,1.0903426,2.0,PCMU,srflx,host,audio,iOS,wlan,udp,,212.159.0,84.31.0,3.81
1.0,0.0,0.0,2.0,opus,host,host,audio,Win32,lan,udp,,10.10.0,10.10.0,4.19
1.0,0.0,0.0,2.0,opus,host,host,audio,Win32,lan,udp,,10.10.0,10.10.0,4.19
23.0,0.0,1.6460905,2.0,PCMA,relay,host,audio,Win32,lan,udp,udp,212.159.0,34.77.0,3.67
19.0,0.0,0.0,2.0,PCMA,prflx,host,audio,Win32,lan,udp,,156.150.0,159.46.0,4.09
18.0,0.0,0.0,1.0,PCMU,prflx,host,audio,Win32,lan,udp,,156.150.0,159.46.0,4.09
19.0,0.0,0.002789167,1.0,PCMA,prflx,host,audio,Win32,lan,udp,,156.150.0,159.46.0,4.09
1.0,0.0,0.0,1.0,opus,host,host,audio,Win32,lan,udp,,10.10.0,10.10.0,4.19
1.0,0.0,0.0,,,host,host,screen share,Win32,lan,udp,,10.10.0,10.10.0,
1.0,0.0,0.0,3.0,opus,host,host,audio,Win32,lan,udp,,10.10.0,10.10.0,4.19
0.0,0.0,0.0,,VP8,host,host,video,Win32,lan,udp,,10.10.0,10.10.0,
16.0,0.0,0.0,0.0,PCMU,prflx,host,audio,Win32,lan,udp,,156.150.0,159.46.0,4.09
8.0,0.0,0.0,1.0,opus,srflx,srflx,audio,iOS,wlan,udp,,185.149.0,83.128.0,4.19
7.0,0.0,0.0,4.0,opus,srflx,srflx,audio,Win32,lan,udp,,83.128.0,185.149.0,4.18
19.0,0.0,0.0,0.0,PCMU,prflx,host,audio,Win32,lan,udp,,156.150.0,159.46.0,4.09
16.0,0.0,0.0,0.0,opus,prflx,host,audio,Win32,lan,udp,,156.150.0,159.46.0,4.18
6.0,0.0,0.0,0.0,opus,host,host,audio,Win32,lan,udp,,10.10.0,10.10.0,4.19
7.0,0.0,0.0,,VP8,host,host,video,Win32,lan,udp,,10.10.0,10.10.0,
3.0,0.0,0.0,,,host,host,screen share,Win32,lan,udp,,10.10.0,10.10.0,
3.0,0.0,0.0,4.0,opus,host,host,audio,Win32,lan,udp,,10.10.0,10.10.0,4.18
1.0,0.0,0.0,1.0,opus,host,host,audio,Win32,lan,udp,,10.10.0,10.10.0,4.19
1.0,0.0,0.0,5.0,opus,host,host,audio,Win32,lan,udp,,10.10.0,10.10.0,4.18
29.0,0.013489815,0.9172662,3.0,PCMA,relay,host,audio,iOS,wlan,udp,tcp,212.159.0,34.90.0,3.85
19.0,0.0,1.2966805,3.0,PCMU,srflx,host,audio,iOS,wlan,udp,,212.159.0,84.31.0,3.76
48.0,0.0,1.076555,7.0,PCMU,relay,host,audio,iOS,wlan,udp,udp,212.159.0,34.90.0,3.79
25.0,0.0,1.1861314,8.0,PCMU,relay,host,audio,iOS,wlan,udp,udp,212.159.0,34.90.0,3.78
7.0,0.0,0.0,,,srflx,srflx,video,Win32,lan,udp,,34.90.0,185.149.0,
5.0,0.0,0.0,2.0,opus,srflx,srflx,audio,Win32,lan,udp,,34.90.0,185.149.0,4.19
5.0,0.0,0.0,,,srflx,srflx,video,Win32,lan,udp,,34.90.0,185.149.0,
5.0,0.0,0.013228096,,VP8,srflx,srflx,screen share,Win32,lan,udp,,34.90.0,185.149.0,
6.0,0.0,0.0,18.0,opus,srflx,srflx,audio,Win32,lan,udp,,34.90.0,185.149.0,4.18
5.0,0.0,0.0,,,srflx,srflx,screen share,Win32,lan,udp,,34.90.0,185.149.0,
38.0,0.0,0.0,0.0,PCMU,relay,host,audio,iOS,wlan,udp,udp,212.159.0,34.90.0,4.08
41.0,0.0,1.6507937,5.0,PCMU,relay,host,audio,iOS,wlan,udp,udp,212.159.0,34.90.0,3.65
22.0,0.0,0.0,1.0,PCMU,prflx,host,audio,Win32,lan,udp,,156.150.0,159.46.0,4.09
48.0,0.0,0.0,7.0,PCMU,relay,host,audio,iOS,wlan,udp,udp,212.159.0,34.90.0,4.07
58.0,0.0,3.3333333,8.0,PCMU,relay,host,audio,iOS,wlan,udp,udp,212.159.0,34.90.0,3.24
161.0,0.0,0.0,0.0,PCMU,srflx,host,audio,iOS,wlan,udp,,212.159.0,195.35.0,4.03
38.0,0.0,0.10822511,15.0,PCMU,relay,host,audio,iOS,wlan,udp,tcp,212.159.0,34.90.0,4.04
36.0,0.0,1.7094017,8.0,PCMU,relay,host,audio,iOS,wlan,udp,udp,212.159.0,34.90.0,3.64
33.0,0.0,0.0,6.0,PCMU,relay,host,audio,iOS,wlan,udp,udp,212.159.0,34.90.0,4.08
21.0,0.0,0.0,2.0,PCMA,prflx,host,audio,Win32,lan,udp,,156.150.0,159.46.0,4.09
12.0,0.0,0.0,,,srflx,host,audio,Win32,lan,udp,,212.159.0,185.149.0,
68.0,0.0,0.17035775,8.0,PCMU,relay,host,audio,iOS,wlan,udp,udp,212.159.0,34.90.0,4.02
53.0,0.062104452,3.1378422,3.0,PCMU,relay,host,audio,Android,wwan,udp,udp,212.159.0,34.77.0,3.3
53.0,0.0,2.0143886,3.0,PCMU,relay,host,audio,iOS,wwan,udp,udp,212.159.0,34.90.0,3.56
5.0,0.0,0.0,5.0,opus,srflx,srflx,audio,Win32,lan,udp,,34.90.0,185.149.0,4.18
6.0,0.0,0.016450977,,VP8,srflx,srflx,screen share,Win32,lan,udp,,34.90.0,185.149.0,
5.0,0.0,0.0,,,srflx,srflx,video,Win32,lan,udp,,34.90.0,185.149.0,
50.0,0.0,0.0,0.0,PCMU,relay,host,audio,iOS,wwan,udp,udp,212.159.0,34.90.0,4.08
44.0,0.0,2.90064,1.0,PCMU,relay,host,audio,iOS,wwan,udp,udp,212.159.0,34.90.0,3.36
17.0,0.0,0.0,6.0,opus,prflx,host,audio,Win32,lan,udp,,156.150.0,159.46.0,4.18
15.0,0.0,0.0,5.0,opus,prflx,host,audio,Win32,lan,udp,,156.150.0,159.46.0,4.18
17.0,0.0,0.0,2.0,PCMU,prflx,host,audio,Win32,lan,udp,,156.150.0,159.46.0,4.09
5.0,0.0,0.0,,,srflx,srflx,screen share,Win32,lan,udp,,34.90.0,185.149.0,
4.0,0.0,0.0,,,prflx,srflx,video,Win32,lan,udp,,34.90.0,185.149.0,
